"CODE","SPANISH","ENGLISH"
"N05CM08","etclorvinol","ethchlorvynol"
"N05CM09","Valerianae radix","Valerianae radix"
"N05CM10","hexapropimato","hexapropymate"
"N05CM11","bromuros","bromides"
"N05CM12","apronal","apronal"
"N05CM13","valnoctamida","valnoctamide"
"N05CM15","metilpentinol","methylpentynol"
"N05CM16","niaprazina","niaprazine"
"N05CM18","dexmedetomidina","dexmedetomidine"
"N05CX","Hipnóticos y sedantes en combinación, excluidos barbitúricos","Hypnotics and sedatives in combination, excl. barbiturates"
"N05CX01","meprobamato, combinaciones","meprobamate, combinations"
"N05CX02","metacualona, combinaciones","methaqualone, combinations"
"N05CX03","metilpentinol, combinaciones","methylpentynol, combinations"
"N05CX04","clometiazol, combinaciones","clomethiazole, combinations"
"N05CX05","emepronio, combinaciones","emepronium, combinations"
"N05CX06","dipiperonilaminoetanol, combinaciones","dipiperonylaminoethanol, combinations"
"N06","PSICOANALÉPTICOS","PSYCHOANALEPTICS"
"N06A","ANTIDEPRESIVOS","ANTIDEPRESSANTS"
"N06AA","Inhibidores no selectivos de la recaptación de monoaminas","Non-selective monoamine reuptake inhibitors"
"N06AA01","desipramina","desipramine"
"N06AA02","imipramina","imipramine"
"N06AA03","imipraminóxido","imipramine oxide"
"N06AA04","clomipramina","clomipramine"
"N06AA05","opipramol","opipramol"
"N06AA06","trimipramina","trimipramine"
"N06AA07","lofepramina","lofepramine"
"N06AA08","dibenzepina","dibenzepin"
"N06AA09","amitriptilina","amitriptyline"
"N06AA10","nortriptilina","nortriptyline"
"N06AA11","protriptilina","protriptyline"
"N06AA12","doxepina","doxepin"
"N06AA13","iprindol","iprindole"
"N06AA14","melitraceno","melitracen"
"N06AA15","butriptilina","butriptyline"
"N06AA16","dosulepina","dosulepin"
"N06AA17","amoxapina","amoxapine"
"N06AA18","dimetacrina","dimetacrine"
"N06AA19","amineptino","amineptine"
"N06AA21","maprotilina","maprotiline"
"N06AA23","quinupramina","quinupramine"
"N06AB","Inhibidores selectivos de la recaptación de serotonina","Selective serotonin reuptake inhibitors"
"N06AB02","zimeldina","zimeldine"
"N06AB03","fluoxetina","fluoxetine"
"N06AB04","citalopram","citalopram"
"N06AB05","paroxetina","paroxetine"
"N06AB06","sertralina","sertraline"
"N06AB07","alaproclato","alaproclate"
"N06AB08","fluvoxamina","fluvoxamine"
"N06AB09","etoperidona","etoperidone"
"N06AB10","escitalopram","escitalopram"
"N06AF","Inhibidores no selectivos de la monoaminooxidasa","Monoamine oxidase inhibitors, non-selective"
"N06AF01","isocarboxazida","isocarboxazid"
"N06AF02","nialamida","nialamide"
"N06AF03","fenelzina","phenelzine"
"N06AF04","tranilcipromina","tranylcypromine"
"N06AF05","iproniazida","iproniazide"
"N06AF06","iproclozida","iproclozide"
"N06AG","Inhibidores de la monoaminooxidasa A","Monoamine oxidase A inhibitors"
"N06AG02","moclobemida","moclobemide"
"N06AG03","toloxatona","toloxatone"
"N06AX","Otros antidepresivos","Other antidepressants"
"N06AX01","oxitriptán","oxitriptan"
"N06AX02","triptofano","tryptophan"
"N06AX03","mianserina","mianserin"
"N06AX04","nomifensina","nomifensine"
"N06AX05","trazodona","trazodone"
"N06AX06","nefazodona","nefazodone"
"N06AX07","minaprina","minaprine"
"N06AX08","bifemelano","bifemelane"
"N06AX09","viloxazina","viloxazine"
"N06AX10","oxaflozano","oxaflozane"
"N06AX11","mirtazapina","mirtazapine"
"N06AX12","bupropion","bupropion"
"N06AX13","medifoxamina","medifoxamine"
"N06AX14","tianeptina","tianeptine"
"N06AX15","pivagabina","pivagabine"
"N06AX16","venlafaxina","venlafaxine"
"N06AX17","milnaciprán","milnacipran"
"N06AX18","reboxetina","reboxetine"
"N06AX19","gepirona","gepirone"
"N06AX21","duloxetina","duloxetine"
"N06AX22","agomelatina","agomelatine"
"N06AX23","desvenlafaxina","desvenlafaxine"
"N06AX24","vilazodona","vilazodone"
"N06AX25","Hyperici herba","Hyperici herba"
"N06AX26","vortioxetina","vortioxetine"
"N06B","PSICOESTIMULANTES, AGENTES USADOS PARA LA ADHD Y NOOTRÓPICOS","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
"N06BA","Agentes simpaticomiméticos de acción central","Centrally acting sympathomimetics"
"N06BA01","anfetamina","amfetamine"
"N06BA02","dexanfetamina","dexamfetamine"
"N06BA03","metanfetamina","metamfetamine"
"N06BA04","metilfenidato","methylphenidate"
"N06BA05","pemolina","pemoline"
"N06BA06","fencanfamina","fencamfamin"
"N06BA07","modafinilo","modafinil"
"N06BA08","fenozolona","fenozolone"
"N06BA09","atomoxetina","atomoxetine"
"N06BA10","fenetilina","fenetylline"
"N06BA11","dexmetilfenidato","dexmethylphenidate"
"N06BA12","lisdexanfetamina","lisdexamfetamine"
"N06BC","Derivados de la xantina","Xanthine derivatives"
"N06BC01","cafeína","caffeine"
"N06BC02","propentofilina","propentofylline"
"N06BX","Otros psicoestimulantes y nootrópicos","Other psychostimulants and nootropics"
"N06BX01","meclofenoxato","meclofenoxate"
"N06BX02","piritinol","pyritinol"
"N06BX03","piracetam","piracetam"
"N06BX04","deanol","deanol"
"N06BX05","fipexida","fipexide"
"N06BX06","citicolina","citicoline"
"N06BX07","oxiracetam","oxiracetam"
"N06BX08","pirisudanol","pirisudanol"
"N06BX09","linopirdina","linopirdine"
"N06BX10","nizofenona","nizofenone"
"N06BX11","aniracetam","aniracetam"
"N06BX12","acetilcarnitina","acetylcarnitine"
"N06BX13","idebenona","idebenone"
"N06BX14","prolintano","prolintane"
"N06BX15","pipradrol","pipradrol"
"N06BX16","pramiracetam","pramiracetam"
"N06BX17","adrafinilo","adrafinil"
"N06BX18","vinpocetina","vinpocetine"
"N06BX21","mebicar","mebicar"
"N06BX22","fenibut","phenibut"
"N06C","PSICOLÉPTICOS Y PSICOANALÉPTICOS EN COMBINACIÓN","PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION"
"N06CA","Antidepresivos en combinación con psicolépticos","Antidepressants in combination with psycholeptics"
"N06CA01","amitriptilina y psicolépticos","amitriptyline and psycholeptics"
"N06CA02","melitraceno y psicolépticos","melitracen and psycholeptics"
"N06CA03","fluoxetina y psicolépticos","fluoxetine and psycholeptics "
"N06CB","Psicoestimulantes en combinación con psicolépticos","Psychostimulants in combination with psycholeptics"
"N06D","DROGAS ANTIDEMENCIA","ANTI-DEMENTIA DRUGS"
"N06DA","Anticolinesterasas","Anticholinesterases"
"N06DA01","tacrina","tacrine"
"N06DA02","donepezilo","donepezil"
"N06DA03","rivastigmina","rivastigmine"
"N06DA04","galantamina","galantamine"
"N06DA05","ipidacrina","ipidacrine"
"N06DA52","donepezilo y memantina","donepezil and memantine"
"N06DX","Otras drogas anti-demencia","Other anti-dementia drugs"
"N06DX01","memantina","memantine"
"N06DX02","Ginkgo folium","Ginkgo folium"
"N07","OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO","OTHER NERVOUS SYSTEM DRUGS"
"N07A","PARASIMPATICOMIMÉTICOS","PARASYMPATHOMIMETICS"
"N07AA","Inhibidores de la acetilcolinesterasa","Anticholinesterases"
"N07AA01","neostigmina","neostigmine"
"N07AA02","piridostigmina","pyridostigmine"
"N07AA03","distigmina","distigmine"
"N07AA30","ambenonio","ambenonium"
"N07AA51","neostigmina, combinaciones con","neostigmine, combinations"
"N07AB","Ésteres de la colina","Choline esters"
"N07AB01","carbacol","carbachol"
"N07AB02","betanecol","bethanechol"
"N07AX","Otros parasimpaticomiméticos","Other parasympathomimetics"
"N07AX01","pilocarpina","pilocarpine"
"N07AX02","colina alfoscerato","choline alfoscerate"
"N07AX03","cevimelina","cevimeline"
"N07B","DROGAS USADAS EN TRASTORNOS ADICTIVOS","DRUGS USED IN ADDICTIVE DISORDERS"
"N07BA","Drogas usadas en la dependencia a nicotina","Drugs used in nicotine dependence"
"N07BA01","nicotina","nicotine"
"N07BA03","vareniclina","varenicline"
"N07BB","Drogas usadas en la dependencia al alcohol","Drugs used in alcohol dependence"
"N07BB01","disulfiram","disulfiram"
"N07BB02","carbimida cálcica","calcium carbimide"
"N07BB03","acamprosato","acamprosate"
"N07BB04","naltrexona","naltrexone"
"N07BB05","nalmefeno","nalmefene"
"N07BC","Drogas usadas en la dependencia a opioides","Drugs used in opioid dependence"
"N07BC01","buprenorfina","buprenorphine"
"N07BC02","metadona","methadone"
"N07BC03","levacetilmetadol","levacetylmethadol"
"N07BC04","lofexidina","lofexidine"
"N07BC05","levometadona","levomethadone"
"N07BC06","diamorfina","diamorphine"
"N07BC51","buprenorfina, combinaciones","buprenorphine, combinations"
"N07C","PREPARADOS CONTRA EL VÉRTIGO","ANTIVERTIGO PREPARATIONS"
"N07CA","Preparados contra el vértigo","Antivertigo preparations"
"N07CA01","betahistina","betahistine"
"N07CA02","cinarizina","cinnarizine"
"N07CA03","flunarizina","flunarizine"
"N07CA04","acetil leucina","acetylleucine"
"N07CA52","cinarizina, combinaciones","cinnarizine, combinations"
"N07X","OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO","OTHER NERVOUS SYSTEM DRUGS"
"N07XA","Gangliósidos y derivados de gangliósidos","Gangliosides and ganglioside derivatives"
"N07XX","Otras drogas que actúan sobre el sistema nervioso","Other nervous system drugs"
"N07XX01","tirilazad","tirilazad"
"N07XX02","riluzol","riluzole"
"N07XX03","xaliprodeno","xaliproden"
"N07XX04","oxibato de sodio","sodium oxybate"
"N07XX05","amifampridina","amifampridine"
"N07XX06","tetrabenazina","tetrabenazine"
"N07XX07","fampridina","fampridine"
"N07XX08","tafamidis","tafamidis"
"N07XX09","dimetilfumarato","dimethyl fumarate"
"N07XX10","laquinimod","laquinimod"
"N07XX59","dextrometorfano, combinaciones","dextromethorphan, combinations"
"P","PRODUCTOS ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
"P01","ANTIPROTOZOARIOS","ANTIPROTOZOALS"
"P01A","AGENTES CONTRA LA AMEBIASIS Y OTRAS ENFERMEDADES POR PROTOZOARIOS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES"
"P01AA","Derivados de la hidroxiquinolina","Hydroxyquinoline derivatives"
"P01AA01","broxiquinolina","broxyquinoline"
"P01AA02","clioquinol","clioquinol"
"P01AA04","clorquinaldol","chlorquinaldol"
"P01AA05","tilbroquinol","tilbroquinol"
"P01AA52","clioquinol, combinaciones","clioquinol, combinations"
"P01AB","Derivados del nitroimidazol","Nitroimidazole derivatives"
"P01AB01","metronidazol","metronidazole"
"P01AB02","tinidazol","tinidazole"
"P01AB03","ornidazol","ornidazole"
"P01AB04","azanidazol","azanidazole"
"P01AB05","propenidazol","propenidazole"
"P01AB06","nimorazol","nimorazole"
"P01AB07","secnidazol","secnidazole"
"P01AC","Derivados de la dicloroacetamida","Dichloroacetamide derivatives"
"P01AC01","diloxanida","diloxanide"
"P01AC02","clefamida","clefamide"
"P01AC03","etofamida","etofamide"
"P01AC04","teclozán","teclozan"
"P01AR","Compuestos del arsénico","Arsenic compounds"
"P01AR01","arstinol","arsthinol"
"P01AR02","difetarsona","difetarsone"
"P01AR03","glicobiarsol","glycobiarsol"
"P01AR53","glicobiarsol, combinaciones","glycobiarsol, combinations"
"P01AX","Otros agentes contra la amebiasis y otras enfermedades por protozoarios","Other agents against amoebiasis and other protozoal diseases"
"P01AX01","quiniofón","chiniofon"
"P01AX02","emetina","emetine"
"P01AX04","fanquinona","phanquinone"
"P01AX05","mepacrina","mepacrine"
"P01AX06","atovacuona","atovaquone"
"P01AX07","trimetrexato","trimetrexate"
"P01AX08","tenonitrozol","tenonitrozole"
"P01AX09","dihidroemetina","dihydroemetine"
"P01AX10","fumagilina","fumagillin"
"P01AX11","nitazoxanida","nitazoxanide"
"P01AX52","emetina, combinaciones","emetine, combinations"
"P01B","ANTIPALÚDICOS","ANTIMALARIALS"
"P01BA","Aminoquinolinas","Aminoquinolines"
"P01BA01","cloroquina","chloroquine"
"P01BA02","hidroxicloroquina","hydroxychloroquine"
"P01BA03","primaquina","primaquine"
"P01BA06","amodiaquina","amodiaquine"
"P01BB","Biguanidas","Biguanides"
"P01BB01","proguanil","proguanil"
"P01BB02","cicloguanil embonato","cycloguanil embonate"
"P01BB51","proguanil, combinaciones","proguanil, combinations"
"P01BC","Metanolquinolinas","Methanolquinolines"
"P01BC01","quinina","quinine"
"P01BC02","mefloquina","mefloquine"
"P01BD","Diaminopirimidinas","Diaminopyrimidines"
"P01BD01","pirimetamina","pyrimethamine"
"P01BD51","pirimetamina, combinaciones","pyrimethamine, combinations"
"P01BE","Artemisinina y derivados, monoterapia","Artemisinin and derivatives, plain"
"P01BE01","artemisinina","artemisinin"
"P01BE02","artemetero","artemether"
"P01BE03","artesunato","artesunate"
"P01BE04","artemotilo","artemotil"
"P01BE05","artenimol","artenimol"
"P01BF","Artemisinina y derivados, combinaciones","Artemisinin and derivatives, combinations"
"P01BF01","artemetero y lumefantrina","artemether and lumefantrine"
"P01BF02","artesunato y mefloquina","artesunate and mefloquine"
"P01BF03","artesunato y amodiaquina","artesunate and amodiaquine"
"P01BF04","artesunato, sulfametopirazina y pirimetamina","artesunate, sulphamethopyrazine and pyrimethamine"
"P01BF05","artenimol y piperaquina","artenimol and piperaquine"
"P01BF06","artesunato y pironaridina","artesunate and pyronaridine"
"P01BX","Otros antipalúdicos","Other antimalarials"
"P01BX01","halofantrina","halofantrine"
"P01C","AGENTES CONTRA LA LEISHMANIASIS Y OTRAS TRIPANOSOMIASIS","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS"
"P01CA","Derivados del nitroimidazol","Nitroimidazole derivatives"
"P01CA02","benznidazol","benznidazole"
"P01CB","Compuestos antimoniales","Antimony compounds"
"P01CB01","meglumina, antimoniato de","meglumine antimonate"
"P01CB02","estibogluconato de sodio","sodium stibogluconate"
"P01CC","Derivados del nitrofurano","Nitrofuran derivatives"
"P01CC01","nifurtimox","nifurtimox"
"P01CC02","nitrofural","nitrofural"
"P01CD","Compuestos del arsénico","Arsenic compounds"
"P01CD01","melarsoprol","melarsoprol"
"P01CD02","acetarsol","acetarsol"
"P01CX","Otros agentes contra la leishmaniasis y tripanosomiasis","Other agents against leishmaniasis and trypanosomiasis"
"P01CX01","pentamidina, isetionanto de","pentamidine isethionate"
"P01CX02","suramina sódica","suramin sodium"
"P01CX03","eflornitina","eflornithine"
"P02","ANTIHELMÍNTICOS","ANTHELMINTICS"
"P02B","ANTITREMÁTODOS","ANTITREMATODALS"
"P02BA","Derivados de la quinolina y sustancias relacionadas","Quinoline derivatives and related substances"
"P02BA01","prazicuantel","praziquantel"
"P02BA02","oxamniquina","oxamniquine"
"P02BB","Compuestos organofosforados","Organophosphorous compounds"
"P02BB01","metrifonato","metrifonate"
"P02BX","Otros agentes antitremátodos","Other antitrematodal agents"
"P02BX01","bitionol","bithionol"
"P02BX02","niridazol","niridazole"
"P02BX03","estibofeno","stibophen"
"P02BX04","triclabendazol","triclabendazole"
"P02C","ANTINEMÁTODOS","ANTINEMATODAL AGENTS"
"P02CA","Derivados del benzimidazol","Benzimidazole derivatives"
"P02CA01","mebendazol","mebendazole"
"P02CA02","tiabendazol","tiabendazole"
"P02CA03","albendazol","albendazole"
"P02CA04","ciclobendazol","ciclobendazole"
"P02CA05","flubendazol","flubendazole"
"P02CA06","fenbendazol","fenbendazole"
"P02CA51","mebendazol, combinaciones","mebendazole, combinations"
"P02CB","Piperazina y derivados","Piperazine and derivatives"
"P02CB01","piperazina","piperazine"
"P02CB02","dietilcarbamazina","diethylcarbamazine"
"P02CC","Derivados de la tetrahidropirimidina","Tetrahydropyrimidine derivatives"
"P02CC01","pirantel","pyrantel"
"P02CC02","oxantel","oxantel"
"P02CE","Derivados del imidazotiazol","Imidazothiazole derivatives"
"P02CE01","levamisol","levamisole"
"P02CF","Avermectinas","Avermectines"
"P02CF01","ivermectina","ivermectin"
"P02CX","Otros antinemátodos","Other antinematodals"
"P02CX01","pirvinio","pyrvinium"
"P02CX02","befenio","bephenium"
"P02D","ANTICÉSTODOS","ANTICESTODALS"
"P02DA","Derivados del ácido salicílico","Salicylic acid derivatives"
"P02DA01","niclosamida","niclosamide"
"P02DX","Otros anticéstodos","Other anticestodals"
"P02DX01","desaspidina","desaspidin"
"P02DX02","diclorofeno","dichlorophen"
"P03","ECTOPARASITICIDAS, INCL. ESCABICIDAS, INSECTICIDAS Y REPELENTES","ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS"
"P03A","ECTOPARASITICIDAS, INCL. ESCABICIDAS","ECTOPARASITICIDES, INCL. SCABICIDES"
"P03AA","Productos que contienen azufre","Sulfur containing products"
"P03AA01","dixantogeno","dixanthogen"
"P03AA02","polisulfato de potasio","potassium polysulfide"
"P03AA03","mesulfeno","mesulfen"
"P03AA04","disulfiram","disulfiram"
"P03AA05","tiram","thiram"
"P03AA54","disulfiram, combinaciones con","disulfiram, combinations"
"P03AB","Productos que contienen cloro","Chlorine containing products"
"P03AB01","clofenotano","clofenotane"
"P03AB02","lindano","lindane"
"P03AB51","clofenotano, combinaciones","clofenotane, combinations"
"P03AC","Piretrinas, incl. compuestos sintéticos","Pyrethrines, incl. synthetic compounds"
"P03AC01","piretro","pyrethrum"
"P03AC02","bioaletrina","bioallethrin"
"P03AC03","fenotrina","phenothrin"
"P03AC04","permetrina","permethrin"
"P03AC51","piretro, combinaciones","pyrethrum, combinations"
"P03AC52","bioaletrina, combinaciones","bioallethrin, combinations"
"P03AC53","fenotrina, combinaciones","phenothrin, combinations"
"P03AC54","permetrina, combinaciones","permethrin, combinations"
"P03AX","Otros ectoparasiticidas, incl. escabicidas","Other ectoparasiticides, incl. scabicides"
"P03AX01","benzoato de bencilo","benzyl benzoate"
"P03AX02","oleinato de cobre","copper oleinate"
"P03AX03","malatión","malathion"
"P03AX04","cuasia","quassia"
"P03AX05","dimeticona","dimeticone"
"P03B","INSECTICIDAS Y REPELENTES","INSECTICIDES AND REPELLENTS"
"P03BA","Piretrinas","Pyrethrines"
"P03BA01","ciflutrina","cyfluthrin"
"P03BA02","cipermetrina","cypermethrin"
"P03BA03","decametrina","decamethrin"
"P03BA04","tetrametrina","tetramethrin"
"P03BX","Otros insecticidas y repelentes","Other insecticides and repellents"
"P03BX01","dietiltoluamida","diethyltoluamide"
"P03BX02","dimetilftalato","dimethylphthalate"
"P03BX03","dibutilftalato","dibutylphthalate"
"P03BX04","dibutilsuccinato","dibutylsuccinate"
"P03BX05","dimetilcarbato","dimethylcarbate"
"P03BX06","etohexadiol","etohexadiol"
"R","SISTEMA RESPIRATORIO","RESPIRATORY SYSTEM"
"R01","PREPARADOS DE USO NASAL","NASAL PREPARATIONS"
"R01A","DESCONGESTIVOS Y OTROS PREPARADOS NASALES PARA USO TÓPICO","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE"
"R01AA","Simpaticomiméticos, monoterapia","Sympathomimetics, plain"
"R01AA02","ciclopentamina","cyclopentamine"
"R01AA03","efedrina","ephedrine"
"R01AA04","fenilefrina","phenylephrine"
"R01AA05","oximetazolina","oxymetazoline"
"R01AA06","tetrizolina","tetryzoline"
"R01AA07","xilometazolina","xylometazoline"
"R01AA08","nafazolina","naphazoline"
"R01AA09","tramazolina","tramazoline"
"R01AA10","metizolina","metizoline"
"R01AA11","tuaminoheptano","tuaminoheptane"
"R01AA12","fenoxazolina","fenoxazoline"
"R01AA13","timazolina","tymazoline"
"R01AA14","epinefrina","epinephrine"
"R01AB","Simpaticomiméticos, combinaciones excluidos corticosteroides","Sympathomimetics, combinations excl. corticosteroids"
"R01AB01","fenilefrina","phenylephrine"
"R01AB02","nafazolina","naphazoline"
"R01AB03","tetrizolina","tetryzoline"
"R01AB05","efedrina","ephedrine"
"R01AB06","xilometazolina","xylometazoline"
"R01AB07","oximetazolina","oxymetazoline"
"R01AB08","tuaminoheptano","tuaminoheptane"
"R01AC","Agentes antialérgicos, excluidos corticosteroides","Antiallergic agents, excl. corticosteroids"
"R01AC01","ácido cromoglícico","cromoglicic acid"
"R01AC02","levocabastina","levocabastine"
"R01AC03","azelastina","azelastine"
"R01AC04","antazolina","antazoline"
"R01AC05","ácido espaglúmico","spaglumic acid"
"R01AC06","tonzilamina","thonzylamine"
"R01AC07","nedocromil","nedocromil"
"R01AC08","olopatadina","olopatadine"
"R01AC51","ácido cromoglícico, combinaciones","cromoglicic acid, combinations"
"R01AD","Corticosteroides","Corticosteroids"
"R01AD01","beclometasona","beclometasone"
"R01AD02","prednisolona","prednisolone"
"R01AD03","dexametasona","dexamethasone"
"R01AD04","flunisolida","flunisolide"
"R01AD05","budesonida","budesonide"
"R01AD06","betametasona","betamethasone"
"R01AD07","tixocortol","tixocortol"
"R01AD08","fluticasona","fluticasone"
"R01AD09","mometasona","mometasone"
"R01AD11","triamcinolona","triamcinolone"
"R01AD12","furoato de fluticasona","fluticasone furoate"
"R01AD13","ciclesonida","ciclesonide"
"R01AD52","prednisolona, combinaciones","prednisolone, combinations"
"R01AD53","dexametasona, combinaciones","dexamethasone, combinations"
"R01AD57","tixocortol, combinaciones","tixocortol, combinations"
"R01AD58","fluticasone, combinaciones","fluticasone, combinations"
"R01AD60","hidrocortisona, combinaciones","hydrocortisone, combinations"
"R01AX","Otros preparados nasales","Other nasal preparations"
"R01AX01","tiocianato de hexamida y calcio","calcium hexamine thiocyanate"
"R01AX02","retinol","retinol"
"R01AX03","ipratropio, bromuro de","ipratropium bromide"
"R01AX05","ritiometán","ritiometan"
"R01AX06","mupirocina","mupirocin"
"R01AX07","hexamidina","hexamidine"
"R01AX08","framicetina","framycetin"
"R01AX09","ácido hialurónico","hyaluronic acid"
"R01AX10","varios","various"
"R01AX30","combinaciones","combinations"
"R01B","DESCONGESTIVOS NASALES PARA USO SISTÉMICO","NASAL DECONGESTANTS FOR SYSTEMIC USE"
"R01BA","Simpaticomiméticos","Sympathomimetics"
"R01BA01","fenilpropanolamina","phenylpropanolamine"
"R01BA02","pseudoefedrina","pseudoephedrine"
"R01BA03","fenilefrina","phenylephrine"
"R01BA51","fenilpropanolamina, combinaciones","phenylpropanolamine, combinations"
"R01BA52","pseudoefedrina, combinaciones","pseudoephedrine, combinations"
"R01BA53","fenilefrina, combinaciones","phenylephrine, combinations"
"R02","PREPARADOS PARA LA GARGANTA","THROAT PREPARATIONS"
"R02A","PREPARADOS PARA LA GARGANTA","THROAT PREPARATIONS"
"R02AA","Antisépticos","Antiseptics"
"R02AA01","ambazona","ambazone"
"R02AA02","decualinio","dequalinium"
"R02AA03","diclorobencil alcohol","dichlorobenzyl alcohol"
"R02AA05","clorhexidina","chlorhexidine"
"R02AA06","cetilpiridinio","cetylpyridinium"
"R02AA09","bencetonio","benzethonium"
"R02AA10","miristilato de benzalconio","myristyl-benzalkonium"
"R02AA11","clorquinaldol","chlorquinaldol"
"R02AA12","hexilresorcinol","hexylresorcinol"
"R02AA13","acriflavinio, cloruro de","acriflavinium chloride"
"R02AA14","oxiquinolina","oxyquinoline"
"R02AA15","iodo povidona","povidone-iodine"
"R02AA16","benzalconio","benzalkonium"
"R02AA17","cetrimonio","cetrimonium"
"R02AA18","hexamidina","hexamidine"
"R02AA19","fenol","phenol"
"R02AA20","varios","various"
"R02AB","Antibióticos","Antibiotics"
"R02AB01","neomicina","neomycin"
"R02AB02","tirotricina","tyrothricin"
"R02AB03","fusafungina","fusafungine"
"R02AB04","bacitracina","bacitracin"
"R02AB30","gramicidina","gramicidin"
"R02AD","Anestésicos locales","Anesthetics, local"
"R02AD01","benzocaína","benzocaine"
"R02AD02","lidocaína","lidocaine"
"R02AD03","cocaína","cocaine"
"R02AD04","diclonina","dyclonine"
"R02AX","Otras preparaciones para la garganta","Other throat preparations"
"R02AX01","flurbiprofeno","flurbiprofen"
"R03","AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES"
"R03A","ADRENÉRGICOS, INHALATORIOS","ADRENERGICS, INHALANTS"
"R03AA","Agonistas de receptores adrenérgicos alfa y beta","Alpha- and beta-adrenoreceptor agonists"
"R03AA01","epinefrina","epinephrine"
"R03AB","Agonistas de receptores beta-adrenérgicos no selectivos","Non-selective beta-adrenoreceptor agonists"
"R03AB02","isoprenalina","isoprenaline"
"R03AB03","orciprenalina","orciprenaline"
"R03AC","Agonistas selectivos de receptores beta-2 adrenérgicos","Selective beta-2-adrenoreceptor agonists"
"R03AC02","salbutamol","salbutamol"
"R03AC03","terbutalina","terbutaline"
"R03AC04","fenoterol","fenoterol"
"R03AC05","rimiterol","rimiterol"
"R03AC06","hexoprenalina","hexoprenaline"
"R03AC07","isoetarina","isoetarine"
"R03AC08","pirbuterol","pirbuterol"
"R03AC09","tretoquinol","tretoquinol"
"R03AC10","carbuterol","carbuterol"
"R03AC11","tulobuterol","tulobuterol"
"R03AC12","salmeterol","salmeterol"
"R03AC13","formoterol","formoterol"
"R03AC14","clenbuterol","clenbuterol"
"R03AC15","reproterol","reproterol"
"R03AC16","procaterol","procaterol"
"R03AC17","bitolterol","bitolterol"
"R03AC18","indacaterol","indacaterol"
"R03AC19","olodaterol","olodaterol"
"R03AH","Combinaciones de agentes adrenérgicos","Combinations of adrenergics"
"R03AK","Andrenérgicos en combinación con corticosteroides u otros agentes, excluyendo los anticolinérgicos","Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
"R03AK01","epinefrina y otros agentes contra padecimientos obstructivos de las vías respiratorias","epinephrine and other drugs for obstructive airway diseases"
"R03AK02","isoprenalina y otros agentes contra padecimientos obstructivos de las vías respiratorias","isoprenaline and other drugs for obstructive airway diseases"
"R03AK04","salbutamol y cromoglícico de sodio","salbutamol and sodium cromoglicate"
"R03AK05","reproterol y cromoglicato de sodio","reproterol and sodium cromoglicate"
"R03AK06","salmeterol y fluticasona","salmeterol and fluticasone"
"R03AK07","formoterol y budesonida","formoterol and budesonide"
"R03AK08","formoterol y beclometasona","formoterol and beclometasone"
"R03AK09","formoterol y mometasona","formoterol and mometasone"
"R03AK10","vilanterol y furoato de fluticasona","vilanterol and fluticasone furoate"
"R03AK11","formoterol y fluticasona","formoterol and fluticasone"
"R03AL","Adrénergicos en combinación con anticolinégicos","Adrenergics in combination with anticholinergics"
"R03AL01","fenoterol y bromuro de ipratropio","fenoterol and ipratropium bromide"
"R03AL02","salbutamol y bromuro de ipratropio","salbutamol and ipratropium bromide"
"R03AL03","vilanterol y bromuro de umeclidinio","vilanterol and umeclidinium bromide"
"R03AL04","indacaterol y bromuro de glicopirronio","indacaterol and glycopyrronium bromide"
"R03B","OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
"R03BA","Glucocorticoides","Glucocorticoids"
"R03BA01","beclometasona","beclometasone"
"R03BA02","budesonida","budesonide"
"R03BA03","flunisolida","flunisolide"
"R03BA04","betametasona","betamethasone"
"R03BA05","fluticasona","fluticasone"
"R03BA06","triamcinolona","triamcinolone"
"R03BA07","mometasona","mometasone"
"R03BA08","ciclesonida","ciclesonide"
"R03BB","Anticolinérgicos","Anticholinergics"
"R03BB01","ipratropio, bromuro de","ipratropium bromide"
"R03BB02","oxitropio, bromuro de","oxitropium bromide"
"R03BB03","estramonio, preparados con","stramoni preparations"
"R03BB04","bromuro de tiotropio","tiotropium bromide"
"R03BB05","bromuro de aclidinio","aclidinium bromide"
"R03BB06","bromuro de glicopirronio","glycopyrronium bromide"
